Pcp_File_Version=2
*** BLOCK H: DOMAIN INFORMATION ******************************************************
Number of Solutes   Equilibrium
        1    1
Nodal Information
         n   Code          h              Q    M     Beta      Axz      Bxz      Dxz        Temp   Conc(1..NS)   
      1258      0     442.747             0    1        0        1        1        1          20             0 
      1259      0     423.406             0    1        0        1        1        1          20             0 
      1260      0     444.514             0    1        0        1        1        1          20             0 
      1261      0     452.091             0    1        0        1        1        1          20             0 
      1262      0     452.326             0    1        0        1        1        1          20             0 
      1263      0      452.61             0    1        0        1        1        1          20             0 
      1264      0     467.611             0    1        0        1        1        1          20             0 
      1265      0     466.078             0    1        0        1        1        1          20             0 
      1266      0     477.229             0    1        0        1        1        1          20             0 
      1267      0     475.187             0    1        0        1        1        1          20             0 
      1268      0     490.819             0    1        0        1        1        1          20             0 
      1269      0       475.8             0    1        0        1        1        1          20             0 
      1270      0     478.585             0    1        0        1        1        1          20             0 
      1271      0     432.605             0    1        0        1        1        1          20             0 
      1272      0     484.512             0    1        0        1        1        1          20             0 
      1273      0     481.826             0    1        0        1        1        1          20             0 
      1274      0     489.371             0    1        0        1        1        1          20             0 
      1275      0     486.506             0    1        0        1        1        1          20             0 
      1276      0     475.632             0    1        0        1        1        1          20             0 
      1277      0     478.814             0    1        0        1        1        1          20             0 
      1278      0     471.958             0    1        0        1        1        1          20             0 
      1279      0     470.315             0    1        0        1        1        1          20             0 
      1280      0     466.294             0    1        0        1        1        1          20             0 
      1281      0     467.554             0    1        0        1        1        1          20             0 
      1282      0      474.16             0    1        0        1        1        1          20             0 
      1283      0     475.775             0    1        0        1        1        1          20             0 
      1284      0     464.327             0    1        0        1        1        1          20             0 
      1285      0     463.216             0    1        0        1        1        1          20             0 
      1286      0     461.076             0    1        0        1        1        1          20             0 
      1287      0     459.479             0    1        0        1        1        1          20             0 
      1288      0     460.217             0    1        0        1        1        1          20             0 
      1289      0     456.287             0    1        0        1        1        1          20             0 
      1290      0     452.615             0    1        0        1        1        1          20             0 
      1291      0     453.998             0    1        0        1        1        1          20             0 
      1292      0     450.871             0    1        0        1        1        1          20             0 
      1293      0     450.979             0    1        0        1        1        1          20             0 
      1294      0     451.462             0    1        0        1        1        1          20             0 
      1295      0     452.306             0    1        0        1        1        1          20             0 
      1296      0     452.444             0    1        0        1        1        1          20             0 
      1297      0     442.847             0    1        0        1        1        1          20             0 
      1298      0      445.21             0    1        0        1        1        1          20             0 
      1299      0      443.79             0    1        0        1        1        1          20             0 
      1300      0      442.35             0    1        0        1        1        1          20             0 
      1301      0     440.353             0    1        0        1        1        1          20             0 
      1302      0     443.493             0    1        0        1        1        1          20             0 
      1303      0     438.692             0    1        0        1        1        1          20             0 
      1304      0     436.359             0    1        0        1        1        1          20             0 
      1305      0     431.572             0    1        0        1        1        1          20             0 
      1306      0     428.841             0    1        0        1        1        1          20             0 
      1307      0     431.678             0    1        0        1        1        1          20             0 
      1308      0     430.528             0    1        0        1        1        1          20             0 
      1309      0      431.21             0    1        0        1        1        1          20             0 
      1310      0     434.235             0    1        0        1        1        1          20             0 
      1311      0     427.745             0    1        0        1        1        1          20             0 
      1312      0     425.828             0    1        0        1        1        1          20             0 
      1313      0     430.836             0    1        0        1        1        1          20             0 
      1314      0     432.974             0    1        0        1        1        1          20             0 
      1315      0     431.708             0    1        0        1        1        1          20             0 
      1316      0     434.572             0    1        0        1        1        1          20             0 
      1317      0     433.223             0    1        0        1        1        1          20             0 
      1318      0     437.739             0    1        0        1        1        1          20             0 
      1319      0     434.835             0    1        0        1        1        1          20             0 
      1320      0     434.493             0    1        0        1        1        1          20             0 
      1321      0     432.566             0    1        0        1        1        1          20             0 
      1322      0     447.237             0    1        0        1        1        1          20             0 
      1323      0     437.834             0    1        0        1        1        1          20             0 
      1324      0     439.228             0    1        0        1        1        1          20             0 
      1325      0     443.931             0    1        0        1        1        1          20             0 
      1326      0     443.763             0    1        0        1        1        1          20             0 
      1327      0     445.988             0    1        0        1        1        1          20             0 
      1328      0     444.568             0    1        0        1        1        1          20             0 
      1329      0     445.713             0    1        0        1        1        1          20             0 
      1330      0     451.335             0    1        0        1        1        1          20             0 
      1331      0     450.369             0    1        0        1        1        1          20             0 
      1332      0     453.505             0    1        0        1        1        1          20             0 
      1333      0     452.695             0    1        0        1        1        1          20             0 
      1334      0       452.8             0    1        0        1        1        1          20             0 
      1335      0     459.276             0    1        0        1        1        1          20             0 
      1336      0     458.935             0    1        0        1        1        1          20             0 
      1337      0     459.918             0    1        0        1        1        1          20             0 
      1338      0     459.376             0    1        0        1        1        1          20             0 
      1339      0     465.632             0    1        0        1        1        1          20             0 
      1340      0     466.606             0    1        0        1        1        1          20             0 
      1341      0     474.617             0    1        0        1        1        1          20             0 
      1342      0     471.787             0    1        0        1        1        1          20             0 
      1343      0     471.163             0    1        0        1        1        1          20             0 
      1344      0     474.273             0    1        0        1        1        1          20             0 
      1345      0     478.901             0    1        0        1        1        1          20             0 
      1346      0     475.732             0    1        0        1        1        1          20             0 
      1347      0     483.322             0    1        0        1        1        1          20             0 
      1348      0     483.782             0    1        0        1        1        1          20             0 
      1349      0     481.341             0    1        0        1        1        1          20             0 
      1350      0     484.524             0    1        0        1        1        1          20             0 
      1351      0      483.88             0    1        0        1        1        1          20             0 
      1352      0     487.896             0    1        0        1        1        1          20             0 
      1353      0     485.586             0    1        0        1        1        1          20             0 
      1354      0     483.918             0    1        0        1        1        1          20             0 
      1355      0     482.453             0    1        0        1        1        1          20             0 
      1356      0      491.38             0    1        0        1        1        1          20             0 
      1357      0     491.052             0    1        0        1        1        1          20             0 
      1358      0     480.436             0    1        0        1        1        1          20             0 
      1359      0     479.051             0    1        0        1        1        1          20             0 
      1360      0     434.621             0    1        0        1        1        1          20             0 
      1361      0     435.869             0    1        0        1        1        1          20             0 
      1362      0     428.433             0    1        0        1        1        1          20             0 
      1363      0     428.835             0    1        0        1        1        1          20             0 
      1364      0     481.688             0    1        0        1        1        1          20             0 
      1365      0     480.186             0    1        0        1        1        1          20             0 
      1366      0     475.386             0    1        0        1        1        1          20             0 
      1367      0     471.529             0    1        0        1        1        1          20             0 
      1368      0      472.41             0    1        0        1        1        1          20             0 
      1369      0     475.739             0    1        0        1        1        1          20             0 
      1370      0     472.829             0    1        0        1        1        1          20             0 
      1371      0     471.522             0    1        0        1        1        1          20             0 
      1372      0     474.316             0    1        0        1        1        1          20             0 
      1373      0     465.678             0    1        0        1        1        1          20             0 
      1374      0      466.09             0    1        0        1        1        1          20             0 
      1375      0     464.345             0    1        0        1        1        1          20             0 
      1376      0     459.267             0    1        0        1        1        1          20             0 
      1377      0     457.266             0    1        0        1        1        1          20             0 
      1378      0     455.464             0    1        0        1        1        1          20             0 
      1379      0     458.454             0    1        0        1        1        1          20             0 
      1380      0     452.749             0    1        0        1        1        1          20             0 
      1381      0     448.414             0    1        0        1        1        1          20             0 
      1382      0     446.386             0    1        0        1        1        1          20             0 
      1383      0     449.379             0    1        0        1        1        1          20             0 
      1384      0     446.763             0    1        0        1        1        1          20             0 
      1385      0     448.898             0    1        0        1        1        1          20             0 
      1386      0     442.037             0    1        0        1        1        1          20             0 
      1387      0     441.115             0    1        0        1        1        1          20             0 
      1388      0      439.68             0    1        0        1        1        1          20             0 
      1389      0     440.698             0    1        0        1        1        1          20             0 
      1390      0     438.085             0    1        0        1        1        1          20             0 
      1391      0     436.705             0    1        0        1        1        1          20             0 
      1392      0     436.599             0    1        0        1        1        1          20             0 
      1393      0     426.847             0    1        0        1        1        1          20             0 
      1394      0     425.819             0    1        0        1        1        1          20             0 
      1395      0     426.058             0    1        0        1        1        1          20             0 
      1396      0      424.69             0    1        0        1        1        1          20             0 
      1397      0      436.31             0    1        0        1        1        1          20             0 
      1398      0     437.385             0    1        0        1        1        1          20             0 
      1399      0     441.691             0    1        0        1        1        1          20             0 
      1400      0     442.744             0    1        0        1        1        1          20             0 
      1401      0     438.609             0    1        0        1        1        1          20             0 
      1402      0     441.382             0    1        0        1        1        1          20             0 
      1403      0     444.032             0    1        0        1        1        1          20             0 
      1404      0     446.722             0    1        0        1        1        1          20             0 
      1405      0     449.033             0    1        0        1        1        1          20             0 
      1406      0     453.715             0    1        0        1        1        1          20             0 
      1407      0     454.782             0    1        0        1        1        1          20             0 
      1408      0     456.344             0    1        0        1        1        1          20             0 
      1409      0      457.69             0    1        0        1        1        1          20             0 
      1410      0     454.701             0    1        0        1        1        1          20             0 
      1411      0     462.534             0    1        0        1        1        1          20             0 
      1412      0     463.593             0    1        0        1        1        1          20             0 
      1413      0     460.456             0    1        0        1        1        1          20             0 
      1414      0     462.975             0    1        0        1        1        1          20             0 
      1415      0     471.762             0    1        0        1        1        1          20             0 
      1416      0     472.639             0    1        0        1        1        1          20             0 
      1417      0     469.174             0    1        0        1        1        1          20             0 
      1418      0     472.148             0    1        0        1        1        1          20             0 
      1419      0     476.139             0    1        0        1        1        1          20             0 
      1420      0      474.61             0    1        0        1        1        1          20             0 
      1421      0     477.033             0    1        0        1        1        1          20             0 
      1422      0     478.103             0    1        0        1        1        1          20             0 
      1423      0     491.504             0    1        0        1        1        1          20             0 
      1424      0     494.758             0    1        0        1        1        1          20             0 
      1425      0     495.682             0    1        0        1        1        1          20             0 
      1426      0     497.904             0    1        0        1        1        1          20             0 
      1427      0      479.98             0    1        0        1        1        1          20             0 
      1428      0     477.218             0    1        0        1        1        1          20             0 
      1429      0      483.58             0    1        0        1        1        1          20             0 
      1430      0     480.432             0    1        0        1        1        1          20             0 
      1431      0     436.287             0    1        0        1        1        1          20             0 
      1432      0     477.769             0    1        0        1        1        1          20             0 
      1433      0     478.823             0    1        0        1        1        1          20             0 
      1434      0     485.525             0    1        0        1        1        1          20             0 
      1435      0     487.178             0    1        0        1        1        1          20             0 
      1436      0     474.028             0    1        0        1        1        1          20             0 
      1437      0     480.273             0    1        0        1        1        1          20             0 
      1438      0     477.192             0    1        0        1        1        1          20             0 
      1439      0     466.964             0    1        0        1        1        1          20             0 
      1440      0     469.019             0    1        0        1        1        1          20             0 
      1441      0     470.798             0    1        0        1        1        1          20             0 
      1442      0     468.187             0    1        0        1        1        1          20             0 
      1443      0     472.086             0    1        0        1        1        1          20             0 
      1444      0     471.112             0    1        0        1        1        1          20             0 
      1445      0     472.596             0    1        0        1        1        1          20             0 
      1446      0     470.407             0    1        0        1        1        1          20             0 
      1447      0     475.896             0    1        0        1        1        1          20             0 
      1448      0     479.688             0    1        0        1        1        1          20             0 
      1449      0     478.234             0    1        0        1        1        1          20             0 
      1450      0     475.524             0    1        0        1        1        1          20             0 
      1451      0     467.907             0    1        0        1        1        1          20             0 
      1452      0     466.938             0    1        0        1        1        1          20             0 
      1453      0     467.794             0    1        0        1        1        1          20             0 
      1454      0     465.898             0    1        0        1        1        1          20             0 
      1455      0     471.545             0    1        0        1        1        1          20             0 
      1456      0      470.05             0    1        0        1        1        1          20             0 
      1457      0     468.349             0    1        0        1        1        1          20             0 
      1458      0     466.363             0    1        0        1        1        1          20             0 
      1459      0     462.494             0    1        0        1        1        1          20             0 
      1460      0      463.66             0    1        0        1        1        1          20             0 
      1461      0     459.357             0    1        0        1        1        1          20             0 
      1462      0     461.827             0    1        0        1        1        1          20             0 
      1463      0     461.635             0    1        0        1        1        1          20             0 
      1464      0     461.322             0    1        0        1        1        1          20             0 
      1465      0     460.715             0    1        0        1        1        1          20             0 
      1466      0     458.548             0    1        0        1        1        1          20             0 
      1467      0     461.653             0    1        0        1        1        1          20             0 
      1468      0      459.88             0    1        0        1        1        1          20             0 
      1469      0     456.984             0    1        0        1        1        1          20             0 
      1470      0     457.436             0    1        0        1        1        1          20             0 
      1471      0     454.873             0    1        0        1        1        1          20             0 
      1472      0     455.704             0    1        0        1        1        1          20             0 
      1473      0     452.035             0    1        0        1        1        1          20             0 
      1474      0     454.402             0    1        0        1        1        1          20             0 
      1475      0     457.028             0    1        0        1        1        1          20             0 
      1476      0     462.178             0    1        0        1        1        1          20             0 
      1477      0     461.429             0    1        0        1        1        1          20             0 
      1478      0     450.693             0    1        0        1        1        1          20             0 
      1479      0     447.771             0    1        0        1        1        1          20             0 
      1480      0     446.626             0    1        0        1        1        1          20             0 
      1481      0     447.499             0    1        0        1        1        1          20             0 
      1482      0         451             0    1        0        1        1        1          20             0 
      1483      0     448.052             0    1        0        1        1        1          20             0 
      1484      0     449.964             0    1        0        1        1        1          20             0 
      1485      0     450.334             0    1        0        1        1        1          20             0 
      1486      0     449.074             0    1        0        1        1        1          20             0 
      1487      0     446.475             0    1        0        1        1        1          20             0 
      1488      0     447.601             0    1        0        1        1        1          20             0 
      1489      0     453.907             0    1        0        1        1        1          20             0 
      1490      0     452.459             0    1        0        1        1        1          20             0 
      1491      0     445.136             0    1        0        1        1        1          20             0 
      1492      0     447.989             0    1        0        1        1        1          20             0 
      1493      0      447.26             0    1        0        1        1        1          20             0 
      1494      0     445.261             0    1        0        1        1        1          20             0 
      1495      0     440.992             0    1        0        1        1        1          20             0 
      1496      0      444.21             0    1        0        1        1        1          20             0 
      1497      0      444.11             0    1        0        1        1        1          20             0 
      1498      0     442.022             0    1        0        1        1        1          20             0 
      1499      0     443.501             0    1        0        1        1        1          20             0 
      1500      0     434.417             0    1        0        1        1        1          20             0 
      1501      0     435.924             0    1        0        1        1        1          20             0 
      1502      0     430.569             0    1        0        1        1        1          20             0 
      1503      0     427.934             0    1        0        1        1        1          20             0 
      1504      0     440.535             0    1        0        1        1        1          20             0 
      1505      0      438.07             0    1        0        1        1        1          20             0 
      1506      0     432.493             0    1        0        1        1        1          20             0 
      1507      0     429.495             0    1        0        1        1        1          20             0 
      1508      0     429.022             0    1        0        1        1        1          20             0 
      1509      0     435.542             0    1        0        1        1        1          20             0 
      1510      0     438.069             0    1        0        1        1        1          20             0 
      1511      0     437.591             0    1        0        1        1        1          20             0 
      1512      0     435.951             0    1        0        1        1        1          20             0 
      1513      0     423.709             0    1        0        1        1        1          20             0 
      1514      0     425.613             0    1        0        1        1        1          20             0 
      1515      0      426.46             0    1        0        1        1        1          20             0 
      1516      0     435.748             0    1        0        1        1        1          20             0 
      1517      0     425.309             0    1        0        1        1        1          20             0 
      1518      0     436.086             0    1        0        1        1        1          20             0 
      1519      0     437.532             0    1        0        1        1        1          20             0 
      1520      0     440.788             0    1        0        1        1        1          20             0 
      1521      0      440.82             0    1        0        1        1        1          20             0 
      1522      0     439.357             0    1        0        1        1        1          20             0 
      1523      0     427.608             0    1        0        1        1        1          20             0 
      1524      0     430.207             0    1        0        1        1        1          20             0 
      1525      0     430.597             0    1        0        1        1        1          20             0 
      1526      0      433.51             0    1        0        1        1        1          20             0 
      1527      0     437.439             0    1        0        1        1        1          20             0 
      1528      0     438.655             0    1        0        1        1        1          20             0 
      1529      0     443.636             0    1        0        1        1        1          20             0 
      1530      0     445.567             0    1        0        1        1        1          20             0 
      1531      0     442.749             0    1        0        1        1        1          20             0 
      1532      0     439.672             0    1        0        1        1        1          20             0 
      1533      0     440.864             0    1        0        1        1        1          20             0 
      1534      0     442.319             0    1        0        1        1        1          20             0 
      1535      0     447.255             0    1        0        1        1        1          20             0 
      1536      0     450.017             0    1        0        1        1        1          20             0 
      1537      0     449.153             0    1        0        1        1        1          20             0 
      1538      0     443.562             0    1        0        1        1        1          20             0 
      1539      0     444.613             0    1        0        1        1        1          20             0 
      1540      0     451.743             0    1        0        1        1        1          20             0 
      1541      0     449.016             0    1        0        1        1        1          20             0 
      1542      0     447.684             0    1        0        1        1        1          20             0 
      1543      0     454.639             0    1        0        1        1        1          20             0 
      1544      0     450.992             0    1        0        1        1        1          20             0 
      1545      0     453.287             0    1        0        1        1        1          20             0 
      1546      0     456.319             0    1        0        1        1        1          20             0 
      1547      0     455.299             0    1        0        1        1        1          20             0 
      1548      0     455.338             0    1        0        1        1        1          20             0 
      1549      0     458.621             0    1        0        1        1        1          20             0 
      1550      0      455.88             0    1        0        1        1        1          20             0 
      1551      0     456.448             0    1        0        1        1        1          20             0 
      1552      0     456.373             0    1        0        1        1        1          20             0 
      1553      0     453.272             0    1        0        1        1        1          20             0 
      1554      0     455.935             0    1        0        1        1        1          20             0 
      1555      0      457.71             0    1        0        1        1        1          20             0 
      1556      0     450.656             0    1        0        1        1        1          20             0 
      1557      0     451.761             0    1        0        1        1        1          20             0 
      1558      0     462.165             0    1        0        1        1        1          20             0 
      1559      0     459.166             0    1        0        1        1        1          20             0 
      1560      0     461.965             0    1        0        1        1        1          20             0 
      1561      0     462.078             0    1        0        1        1        1          20             0 
      1562      0     462.521             0    1        0        1        1        1          20             0 
      1563      0     460.007             0    1        0        1        1        1          20             0 
      1564      0     462.527             0    1        0        1        1        1          20             0 
      1565      0     462.908             0    1        0        1        1        1          20             0 
      1566      0     464.235             0    1        0        1        1        1          20             0 
      1567      0     461.593             0    1        0        1        1        1          20             0 
      1568      0     464.718             0    1        0        1        1        1          20             0 
      1569      0      462.09             0    1        0        1        1        1          20             0 
      1570      0     469.779             0    1        0        1        1        1          20             0 
      1571      0     467.694             0    1        0        1        1        1          20             0 
      1572      0     469.323             0    1        0        1        1        1          20             0 
      1573      0     470.347             0    1        0        1        1        1          20             0 
      1574      0     473.029             0    1        0        1        1        1          20             0 
      1575      0     468.446             0    1        0        1        1        1          20             0 
      1576      0     470.398             0    1        0        1        1        1          20             0 
      1577      0     472.792             0    1        0        1        1        1          20             0 
      1578      0     470.981             0    1        0        1        1        1          20             0 
      1579      0     475.839             0    1        0        1        1        1          20             0 
      1580      0     472.784             0    1        0        1        1        1          20             0 
      1581      0     478.774             0    1        0        1        1        1          20             0 
      1582      0     481.309             0    1        0        1        1        1          20             0 
      1583      0     473.801             0    1        0        1        1        1          20             0 
      1584      0     470.721             0    1        0        1        1        1          20             0 
      1585      0     472.849             0    1        0        1        1        1          20             0 
      1586      0      474.34             0    1        0        1        1        1          20             0 
      1587      0     480.603             0    1        0        1        1        1          20             0 
      1588      0     475.879             0    1        0        1        1        1          20             0 
      1589      0      476.91             0    1        0        1        1        1          20             0 
      1590      0     477.664             0    1        0        1        1        1          20             0 
      1591      0     487.969             0    1        0        1        1        1          20             0 
      1592      0     484.862             0    1        0        1        1        1          20             0 
      1593      0     484.361             0    1        0        1        1        1          20             0 
      1594      0     488.352             0    1        0        1        1        1          20             0 
      1595      0     479.537             0    1        0        1        1        1          20             0 
      1596      0     492.733             0    1        0        1        1        1          20             0 
      1597      0     494.354             0    1        0        1        1        1          20             0 
      1598      0     489.438             0    1        0        1        1        1          20             0 
      1599      0     495.512             0    1        0        1        1        1          20             0 
      1600      0     493.752             0    1        0        1        1        1          20             0 
      1601      0     491.814             0    1        0        1        1        1          20             0 
      1602      0     481.119             0    1        0        1        1        1          20             0 
      1603      0     480.218             0    1        0        1        1        1          20             0 
      1604      0     486.765             0    1        0        1        1        1          20             0 
      1605      0     485.716             0    1        0        1        1        1          20             0 
      1606      0     481.426             0    1        0        1        1        1          20             0 
      1607      0     488.385             0    1        0        1        1        1          20             0 
      1608      0     489.771             0    1        0        1        1        1          20             0 
      1609      0     492.649             0    1        0        1        1        1          20             0 
      1610      0     489.622             0    1        0        1        1        1          20             0 
      1611      0     485.942             0    1        0        1        1        1          20             0 
      1612      0     475.868             0    1        0        1        1        1          20             0 
      1613      0     474.277             0    1        0        1        1        1          20             0 
      1614      0     479.648             0    1        0        1        1        1          20             0 
      1615      0     480.288             0    1        0        1        1        1          20             0 
      1616      0     433.765             0    1        0        1        1        1          20             0 
      1617      0     434.412             0    1        0        1        1        1          20             0 
      1618      0     442.327             0    1        0        1        1        1          20             0 
      1619      0     439.013             0    1        0        1        1        1          20             0 
      1620      0     426.597             0    1        0        1        1        1          20             0 
      1621      0     426.512             0    1        0        1        1        1          20             0 
      1622      0     434.198             0    1        0        1        1        1          20             0 
      1623      0     431.564             0    1        0        1        1        1          20             0 
      1624      0     487.153             0    1        0        1        1        1          20             0 
      1625      0     484.902             0    1        0        1        1        1          20             0 
      1626      0     481.547             0    1        0        1        1        1          20             0 
      1627      0     482.776             0    1        0        1        1        1          20             0 
      1628      0     484.806             0    1        0        1        1        1          20             0 
      1629      0     483.942             0    1        0        1        1        1          20             0 
      1630      0     481.531             0    1        0        1        1        1          20             0 
      1631      0     479.275             0    1        0        1        1        1          20             0 
      1632      0      482.68             0    1        0        1        1        1          20             0 
      1633      0      484.12             0    1        0        1        1        1          20             0 
      1634      0      481.06             0    1        0        1        1        1          20             0 
*** BLOCK I: ELEMENT INFORMATION ******************************************************
         e  Angle  AnizA1 AnizA2 LayNum
         1      0      1      1     1
         2      0      1      1     1
         3      0      1      1     1
         4      0      1      1     1
         5      0      1      1     1
         6      0      1      1     1
         7      0      1      1     1
         8      0      1      1     1
         9      0      1      1     1
        10      0      1      1     1
        11      0      1      1     1
        12      0      1      1     1
        13      0      1      1     1
        14      0      1      1     1
        15      0      1      1     1
        16      0      1      1     1
        17      0      1      1     1
        18      0      1      1     1
        19      0      1      1     1
        20      0      1      1     1
        21      0      1      1     1
        22      0      1      1     1
        23      0      1      1     1
        24      0      1      1     1
        25      0      1      1     1
        26      0      1      1     1
        27      0      1      1     1
        28      0      1      1     1
        29      0      1      1     1
        30      0      1      1     1
        31      0      1      1     1
        32      0      1      1     1
        33      0      1      1     1
        34      0      1      1     1
        35      0      1      1     1
        36      0      1      1     1
        37      0      1      1     1
        38      0      1      1     1
        39      0      1      1     1
        40      0      1      1     1
        41      0      1      1     1
        42      0      1      1     1
        43      0      1      1     1
        44      0      1      1     1
        45      0      1      1     1
        46      0      1      1     1
        47      0      1      1     1
        48      0      1      1     1
        49      0      1      1     1
        50      0      1      1     1
        51      0      1      1     1
        52      0      1      1     1
        53      0      1      1     1
        54      0      1      1     1
        55      0      1      1     1
        56      0      1      1     1
        57      0      1      1     1
        58      0      1      1     1
        59      0      1      1     1
        60      0      1      1     1
        61      0      1      1     1
        62      0      1      1     1
        63      0      1      1     1
        64      0      1      1     1
        65      0      1      1     1
        66      0      1      1     1
        67      0      1      1     1
        68      0      1      1     1
        69      0      1      1     1
        70      0      1      1     1
