 FileVersion=0003


       Time         hAtm       hRoot     hKode3     hKode1      hSeep     hKode5     hKode6     hKode7     hKode8     hKode9 ... 
       [T]          [L]         [L]        [L]        [L]        [L]        [L]        [L]       [L]        [L]        [L]

       90.9309      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       91.0344      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       91.1378      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       91.2412      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       91.3447      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       91.4481      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       91.5515      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       91.6550      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       91.7584      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       91.8618      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       91.9309      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       92.0000      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       92.1034      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       92.2069      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       92.3103      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       92.4137      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       92.5172      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       92.6206      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       92.7240      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       92.8275      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       92.9309      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       93.0344      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       93.1378      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       93.2412      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       93.3447      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       93.4481      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       93.5515      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       93.6550      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       93.7584      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       93.8618      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       93.9309      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       94.0000      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       94.1034      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       94.2069      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       94.3103      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       94.4137      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       94.5172      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       94.6206      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       94.7240      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       94.8275      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       94.9309      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       95.0344      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       95.1378      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       95.2412      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       95.3447      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       95.4481      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       95.5515      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       95.6550      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       95.7584      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       95.8618      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       95.9309      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       96.0000      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       96.1034      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       96.2069      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       96.3103      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       96.4137      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       96.5172      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       96.6206      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       96.7240      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       96.8275      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       96.9309      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       97.0344      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       97.1378      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       97.2412      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       97.3447      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       97.4481      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       97.5515      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       97.6550      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       97.7584      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       97.8618      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       97.9309      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       98.0000      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       98.1034      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       98.2069      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       98.3103      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       98.4137      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       98.5172      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       98.6206      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       98.7240      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       98.8275      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       98.9309      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       99.0344      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       99.1378      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       99.2412      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       99.3447      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       99.4481      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       99.5515      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       99.6550      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       99.7584      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       99.8618      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
       99.9309      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
      100.0000      0.000      0.000      0.000      4.500      0.000      0.000      5.462      0.000      0.000      0.000
end
